id,utterances
./data/single-turn-dataset/data/91_1.flac,"[[{""confidence"": 0.0, ""transcript"": "" 8-0-4-5-3-8-9-8-7-0.""}]]"
./data/single-turn-dataset/data/53_1.flac,"[[{""confidence"": 0.0, ""transcript"": "" 9819318676""}]]"
./data/single-turn-dataset/data/16_1.flac,"[[{""confidence"": 0.0, ""transcript"": "" 5737473323""}]]"
./data/single-turn-dataset/data/109_1.flac,"[[{""confidence"": 0.0, ""transcript"": "" 7295-564-809""}]]"
./data/single-turn-dataset/data/22_1.flac,"[[{""confidence"": 0.0, ""transcript"": "" 9022787854""}]]"
./data/single-turn-dataset/data/51_1.flac,"[[{""confidence"": 0.0, ""transcript"": "" 8100790804""}]]"
./data/single-turn-dataset/data/10_1.flac,"[[{""confidence"": 0.0, ""transcript"": "" 1, 2, 3, 6, 5, 4, 7, 8, 9, 0.""}]]"
./data/single-turn-dataset/data/101_1.flac,"[[{""confidence"": 0.0, ""transcript"": "" 7506-09-9468""}]]"
./data/single-turn-dataset/data/52_1.flac,"[[{""confidence"": 0.0, ""transcript"": "" 865-888-07658""}]]"
./data/single-turn-dataset/data/144_1.flac,"[[{""confidence"": 0.0, ""transcript"": "" 7822-346891""}]]"
./data/single-turn-dataset/data/146_1.flac,"[[{""confidence"": 0.0, ""transcript"": "" 7982045321""}]]"
./data/single-turn-dataset/data/128_1.flac,"[[{""confidence"": 0.0, ""transcript"": "" 7098384580""}]]"
./data/single-turn-dataset/data/97_1.flac,"[[{""confidence"": 0.0, ""transcript"": "" 7645342189""}]]"
./data/single-turn-dataset/data/134_1.flac,"[[{""confidence"": 0.0, ""transcript"": "" 8045329814""}]]"
./data/single-turn-dataset/data/112_1.flac,"[[{""confidence"": 0.0, ""transcript"": "" 933-210-5670""}]]"
./data/single-turn-dataset/data/47_1.flac,"[[{""confidence"": 0.0, ""transcript"": "" 787-500-4787.""}]]"
./data/single-turn-dataset/data/64_1.flac,"[[{""confidence"": 0.0, ""transcript"": "" 932304361""}]]"
./data/single-turn-dataset/data/54_1.flac,"[[{""confidence"": 0.0, ""transcript"": "" 7098384580""}]]"
./data/single-turn-dataset/data/60_1.flac,"[[{""confidence"": 0.0, ""transcript"": "" 9899581545""}]]"
./data/single-turn-dataset/data/7_1.flac,"[[{""confidence"": 0.0, ""transcript"": "" 4, 2, 5, 6, 7, 8, 6, 2, 3, 4.""}]]"
./data/single-turn-dataset/data/26_1.flac,"[[{""confidence"": 0.0, ""transcript"": "" 8657472618""}]]"
./data/single-turn-dataset/data/129_1.flac,"[[{""confidence"": 0.0, ""transcript"": "" 9864572390""}]]"
./data/single-turn-dataset/data/115_1.flac,"[[{""confidence"": 0.0, ""transcript"": "" 877-095401""}]]"
./data/single-turn-dataset/data/90_1.flac,"[[{""confidence"": 0.0, ""transcript"": "" 9713818293""}]]"
./data/single-turn-dataset/data/28_1.flac,"[[{""confidence"": 0.0, ""transcript"": "" 6262415639""}]]"
./data/single-turn-dataset/data/30_1.flac,"[[{""confidence"": 0.0, ""transcript"": "" 7306099468""}]]"
